id,ideology,political_affiliation,race_white,hispanic,gender,income,age,bio
R_1eF9jLDryAj7hPw,extremely conservative,am a strong Republican,,Hispanic,male,very poor,young,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_uaaVH7rp3NShOLL,conservative,am an independent,white,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am an independent. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3EQNGXXJNmlfd8G,conservative,am a weak Democrat,white,,female,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_3PRAZ7QP43PfRyJ,extremely liberal,am a weak Democrat,white,,female,poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am young. "
R_3MxngsKdRpau1OO,moderate,lean towards Democrats,white,,female,poor,old,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am old. "
R_UGVuuzUFU5huFb3,conservative,am an independent,white,,male,very poor,young,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_1IAzXDJQL6snOaI,extremely liberal,am a weak Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_31jx48bDeWyjfSq,slightly liberal,lean towards Democrats,white,,female,poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_2pMCXVWpR6ajHxO,extremely conservative,am a strong Republican,white,Hispanic,male,very poor,young,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_2RX6JGoIlxNyJgf,moderate,am an independent,white,Hispanic,male,upper-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_2V4lUTVFhmA6v0L,extremely conservative,am a strong Republican,,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_WCYK9Slh5yDlsQ1,extremely liberal,am a strong Democrat,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_1cXF1USfqmMJbzQ,slightly liberal,lean towards Democrats,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3CT60WgULHx6zSR,slightly conservative,lean towards Rebublicans,white,,male,very poor,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am very poor. In terms of my age, I am old. "
R_2w649rkrXHLMfvw,conservative,am a strong Republican,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_1FfAiZWM7wZpDt6,extremely conservative,am a strong Republican,white,,female,upper-class,young,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_1LnDtQc9HGAQW2O,liberal,am a weak Democrat,white,,female,very poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_b3eYzDqzU86PJhT,moderate,am an independent,white,Hispanic,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_2uWkFyHqY4FqPDI,moderate,lean towards Democrats,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_7WCcbJjrFENORKp,liberal,am a weak Democrat,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_2xVH4KaLke4Rj7H,extremely conservative,am a strong Republican,white,,female,poor,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am poor. In terms of my age, I am old. "
R_2OGAhNatah9MFi4,slightly liberal,lean towards Democrats,white,,female,very poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_2EvppkjAy0yjpIa,slightly liberal,lean towards Democrats,white,Hispanic,female,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_2XbqFHpFuPESk8z,slightly conservative,lean towards Rebublicans,white,,female,very poor,young,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_1rkaqgOZZh3DGha,liberal,am a weak Republican,white,Hispanic,male,very poor,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Republican. Racially, I am Hispanic. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_1jMIL1MpxuchykX,liberal,am an independent,white,,female,poor,old,"Ideologically, I describe myself as liberal. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am old. "
R_3EWrwqmT7dpkIOR,extremely liberal,lean towards Democrats,white,,female,middle-class,young,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_qyl7unmOMGXJggF,slightly conservative,am a weak Democrat,white,Hispanic,male,poor,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Democrat. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_1n0dAp1kr3GugoU,extremely liberal,am a weak Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_1RJbOIut0TRjDCF,slightly conservative,am an independent,white,,female,middle-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_p9IztyEv3LbhZQZ,liberal,lean towards Democrats,white,Hispanic,female,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_3Do7ca6bnuNTCs7,liberal,am a strong Republican,white,,male,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_2YqZIqoUD9wsnaP,extremely liberal,lean towards Democrats,white,,female,very poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_1gSy9YAN163jioY,liberal,lean towards Democrats,white,,female,very poor,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_3E9zeRsNH7kYOgh,moderate,lean towards Democrats,white,,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_DbEkTsCM6TTJlXb,conservative,am a weak Republican,white,,female,upper-class,young,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_2wEtPduhsRjODyg,moderate,am an independent,white,Hispanic,female,very poor,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_3oHHOAppIkNFxnD,extremely liberal,am an independent,white,,female,very poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am an independent. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_3meif2JLLYariIO,extremely conservative,am a weak Republican,white,,male,poor,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a weak Republican. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_xlxIC4jsM1YDI9b,extremely conservative,am a weak Republican,white,,female,,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a weak Republican. I am female. In terms of my age, I am old. "
R_2U5BKrgN6OiK29t,extremely liberal,am a strong Democrat,white,,male,very poor,young,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_bgyzkTP5O8E1Nxn,liberal,lean towards Democrats,white,,male,upper-class,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am upper-class. In terms of my age, I am young. "
